owner_id,car_make,car_model,mileage,year,engine_size,transmission,created,description,price,fuel_type,seats,torque,image_1,image_2,image_3,image_4,image_5,image_6,id
alice,Peugeot,3008 PSE,100000,1999,1598 cc,automatic,2026-07-11 16:45,This is a great car!,50000,Petrol,5,400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a724-446655440008
alice,Peugeot,2008 Active,100000,1999,1199 cc,automatic,2026-07-12 16:45,This is a great car!,22000,Petrol,5,205,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a724-446655440009
alice,Peugeot,3008 Active,100000,1999,1499 cc,automatic,2026-07-13 16:45,This is a great car!,30000,Petrol,5,240,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440000
bob,Peugeot,5008 Active,100000,1999,1499 cc,automatic,2026-07-14 16:45,This is a great car!,33000,Petrol,7,240,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440001
bob,Peugeot,3008 Allure Premium,100000,1999,1499 cc,automatic,2026-07-15 16:45,This is a great car!,32000,Petrol,5,240,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440002
bob,Peugeot,5008 Allure Premium,100000,1999,1499 cc,automatic,2026-07-16 16:45,This is a great car!,35000,Petrol,7,240,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440003
bob,Peugeot,3008 GT Line,100000,1999,1598 cc,automatic,2026-07-17 16:45,This is a great car!,35000,Petrol,5,250,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440004
bob,Peugeot,5008 GT Line,100000,1999,1598 cc,automatic,2026-07-18 16:45,This is a great car!,38000,Petrol,7,250,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440005
bob,Porsche,911 Carrera,100000,1999,2981 cc,automatic,2026-07-19 16:45,This is a great car!,110000,Petrol,4,450,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440006
bob,Porsche,911 Carrera S,100000,1999,2981 cc,automatic,2026-07-20 16:45,This is a great car!,131300,Petrol,4,528,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440007
bob,Porsche,911 Carrera 4,100000,1999,2981 cc,automatic,2026-07-21 16:45,This is a great car!,106500,Petrol,4,450,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440008
bob,Porsche,911 Carrera 4S,100000,1999,2981 cc,automatic,2026-07-22 16:45,This is a great car!,113300,Petrol,4,528,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a725-446655440009
bob,ROLLS ROYCE ,GHOST,100000,1999,"6,592 cc",automatic,2026-07-23 16:45,This is a great car!,332000,Petrol,5,850,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440000
bob,Tesla,Model 3,100000,1999,60 kWh,automatic,2026-07-24 16:45,This is a great car!,40240,Electric,5,420,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440001
bob,Tesla,Model 3 Performance,100000,1999,82 kWh,automatic,2026-07-25 16:45,This is a great car!,53240,Electric,5,660,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440002
bob,Tesla,Model X,100000,1999,100 kWh,automatic,2026-07-26 16:45,This is a great car!,98490,Electric,7,967,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440003
bob,Tesla,Model X Plaid,100000,1999,100 kWh,automatic,2026-07-27 16:45,This is a great car!,113490,Electric,6,1400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440004
bob,Tesla,Model Y,100000,1999,75 kWh,automatic,2026-07-28 16:45,This is a great car!,47490,Electric,5,498,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440005
bob,TOYOTA,GR SUPRA,100000,2000,2998 cc,automatic,2026-07-29 16:45,This is a great car!,53900,Petrol,2,500,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440006
bob,TOYOTA,TOYOTA 86,100000,2000,1998 cc,automatic,2026-07-30 16:45,This is a great car!,27000,Petrol,4,205,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440007
bob,TOYOTA,TOYOTA  GR86,100000,2000,2387 cc,automatic,2026-07-31 16:45,This is a great car!,30000,Petrol,4,250,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440008
bob,TOYOTA,TOYOTA LAND CRUISER,100000,2000,5663 cc,automatic,2026-08-01 16:45,This is a great car!,85000,Diesel,7,500,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a726-446655440009
bob,TOYOTA,TACOMA,100000,2000,2694 cc,automatic,2026-08-02 16:45,This is a great car!,26400,Petrol,5,400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440000
bob,TOYOTA,TUNDRA,100000,2000,5663 cc,automatic,2026-08-03 16:45,This is a great car!,39900,Petrol,5,650,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440001
bob,TOYOTA,TUNDRA HYBRID,100000,2000,3456 cc,automatic,2026-08-04 16:45,This is a great car!,43400,Hybrid,5,650,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440002
bob,TOYOTA,YARIS,100000,2000,1496 cc,automatic,2026-08-05 16:45,This is a great car!,18400,Petrol,5,150,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440003
bob,TOYOTA,AYGO X,100000,2000,998 cc,automatic,2026-08-06 16:45,This is a great car!,18000,Petrol,4,93,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440004
bob,TOYOTA,HILUX REVO ROCCO,100000,2000,2755 cc,automatic,2026-08-07 16:45,This is a great car!,50000,Diesel,5,500,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440005
bob,Toyota,RAV4 (6th Gen),100000,2000,2487 cc,automatic,2026-08-08 16:45,This is a great car!,50000,Petrol,5,400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440006
bob,Volkswagen,Golf,100000,2000,1498 cc,automatic,2026-08-09 16:45,This is a great car!,23000,Petrol,5,250,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440007
bob,Volkswagen,Passat,100000,2000,1984 cc,automatic,2026-08-10 16:45,This is a great car!,25000,Petrol,5,250,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440008
bob,Volkswagen,Tiguan,100000,2000,1984 cc,automatic,2026-08-11 16:45,This is a great car!,28505,Petrol,7,300,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a727-446655440009
bob,Volkswagen,Jetta,100000,2000,1498 cc,automatic,2026-08-12 16:45,This is a great car!,21995,Petrol,5,250,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a728-446655440000
bob,VOLVO,S90,100000,2000,1969 cc,automatic,2026-08-13 16:45,This is a great car!,60000,Petrol,5,400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a728-446655440001
